AltimetriaNorm,AmplitudeNorm,concavoConvNorm,CurvaturaNegativaNorm,CurvaturaPositivaNorm,DeclividadeNorm,GeomIgualA1,GeomIgualA2,GeomIgualA3,GeomIgualA4,GeomIgualA5,GeomIgualA6,GeomIgualA7,GeomIgualA8,OrientacaoEncosta=1,OrientacaoEncosta=2,OrientacaoEncosta=3,OrientacaoEncosta=4,OrientacaoEncosta=5,OrientacaoEncosta=6,OrientacaoEncosta=7,OrientacaoEncosta=8,OrientacaoEncosta=9,UsoSolo=1,UsoSolo=2,UsoSolo=3,UsoSolo=4,UsoSolo=5,positivoDeRisco
0.180505415,0,0.004665571,0.856084262,0.195659055,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.151624549,0,0.001279508,0.940681363,0.04805661,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.57400722,1,0.007589204,0.823647295,0.359783069,0.727272727,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.216606498,0.066666667,0.006261967,0.828456914,0.591831862,0.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.14801444,0,0.000550829,0.946559786,0.217490486,0.181818182,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.512635379,0.2,0.002066787,0.933867735,0.186973046,0.636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.422382671,0.2,0.002183732,0.895586044,0.138533115,0.363636364,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.108303249,1,0.002137663,0.922845691,0.189305065,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.155234657,0.2,6.95492E-06,0.917410579,0.261872007,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.364620939,0.2,0.016879858,0.935871743,0.190523167,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.324909747,0.466666667,0.003366179,0.832279944,0.46896386,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.306859206,0.066666667,0.00136984,0.85365603,0.357747135,0.545454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.350180505,0.2,0.021102883,0.878156313,0.221389163,0.363636364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.306859206,0.066666667,0.000981412,0.806563948,0.346007591,0.636363636,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.379061372,0.2,0.011389926,0.885684412,0.222433452,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.241877256,0.066666667,0.001274776,0.935005145,0.281749039,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.180505415,0.2,0.005055389,0.92399614,0.209600752,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.342960289,0.066666667,0.000926209,0.910220441,0.236335542,0.272727273,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.158844765,0.2,0.000281535,0.907014028,0.12487492,0.545454545,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.303249097,0.2,0.001113899,0.889347322,0.315114056,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.003610108,0,0.000602017,0.806038306,0.053548794,0.727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.249097473,0,0.005477691,0.912082229,0.205080487,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.220216606,0.2,1.12206E-05,0.893433927,0.29493028,0.636363636,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.310469314,0,8.42856E-05,0.885994211,0.173776134,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.202166065,0,0.001489279,0.896593186,0.268773754,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.108303249,0,0.003980437,0.910081032,0.110093325,0.272727273,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.072202166,0.066666667,0.00722723,0.895062853,0.400162141,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.072202166,0.066666667,0.00643747,0.944309672,0.170167668,0.181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.646209386,0,0.027015117,1,0.2400869,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0.252707581,0.2,0.001676969,0.661545313,0.427624,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.249097473,0.2,0.000134647,0.879400592,0.090621036,0.545454545,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.606498195,0,0.045033356,0.885589361,0.351656695,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.16967509,0.066666667,0.006744599,0.954194102,0.179005968,0.272727273,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.184115523,0.066666667,0.001676969,0.897173658,0.124078524,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.259927798,0.466666667,0.003366179,0.913238241,0.250557221,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.335740072,0.2,0.005618459,0.943887776,0.34210525,0.545454545,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.176895307,0,0.001676969,0.875681187,0.11651276,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.288808664,0.2,0.003366179,0.914495658,0.014828897,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.288808664,0.466666667,0.000863646,0.942505701,0.031140683,0.454545455,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.072202166,0.066666667,0.000621213,0.864048096,0.056491035,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.577617329,0.066666667,0.000309514,0.727757402,0.192775658,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.397111913,0.066666667,0.027015117,0.887775551,0.16806083,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.176895307,0,0.004331442,0.951903808,0.319938526,0.363636364,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.061371841,0.2,0.000888671,0.932496572,0.074144484,0.272727273,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0,0.000198911,0.845585909,0.020912547,0.454545455,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.379061372,0.466666667,0.010967623,0.916633267,0.165399233,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.241877256,0.2,0.091205092,0.903807615,0.506856554,0.727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.397111913,0.066666667,0.002444792,0.870771847,0.269176713,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.332129964,0.066666667,0.000325601,0.963927856,0.177529046,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.429602888,0.066666667,0.002598356,0.815209366,0.378136868,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.220216606,0.2,0.001113899,0.87070916,0.09307499,0.363636364,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.180505415,0,0.000198911,0.960536458,0.01797442,0.090909091,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.072202166,0.066666667,0.000112886,0.857492763,0.064876423,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.086642599,0,0.001676969,0.911441931,0.122499582,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.036101083,0,0.001984098,0.867162897,0.087968032,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.144404332,0.466666667,0.014852806,0.940452333,0.252297202,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.415162455,0.466666667,0.000583951,0.898081878,0.21673003,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.577617329,0,0.002240039,0.882164329,0.21657994,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.184115523,0.2,0.001395434,0.896140106,0.09036359,0.545454545,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.072202166,0.2,0.004492319,0.955304548,0.024177549,0.181818182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.324909747,0.2,0.000621213,0.806833179,0.435299873,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.072202166,0.066666667,0.019293015,0.857715431,0.149465864,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.288808664,0.2,0.005055389,0.756604117,0.465088126,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.119133574,0.066666667,0.006322296,0.856038608,0.335023223,0.454545455,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1.50047E-05,0.913426854,0.015131527,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.277978339,0,0.002240039,0.886646532,0,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.397111913,0,0.002326665,0.894900913,0.234229165,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.353790614,1,0.005296705,0.925746229,0.39790873,0.727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.469314079,0.066666667,0.24323398,1,0.301071541,0.272727273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.353790614,0.2,0.003366179,0.820440882,0.333650177,0.636363636,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.321299639,0.066666667,0.000277338,0.847695391,0.225964141,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.227436823,0,0.002555358,0.932024048,0.170257704,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.173285199,0.2,0.004814073,0.864942005,0.21254752,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.036101083,0.066666667,2.44813E-05,0.823161474,0,0.818181818,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.342960289,0.2,0.324316054,0.910220441,0.29179442,0.636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.397111913,0,0.004665571,0.819158317,0.383079833,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.180505415,0.2,0.002400916,0.900177714,0.118631174,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.324909747,0.2,0.009157756,0.951903808,0.267123278,0.545454545,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.346570397,0,0.216206622,0.856873167,0.074144484,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.277978339,0.466666667,0.034898097,0.804240059,0.257188678,0.636363636,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.25631769,0.066666667,0.001385726,0.899384977,0.12793558,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.433212996,0.066666667,0.004492319,0.951903808,0.163117865,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.180505415,0,0.001339127,0.924093084,0.129066324,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.010830325,0,0.000419047,0.873168559,0.133023927,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.108303249,0,0.001435654,0.874033782,0.122338398,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.144404332,0,0.029548932,0.857715431,0.13633018,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.314079422,0.066666667,0.001830534,0.773664977,0.182271856,0.636363636,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.332129964,0.2,0.001287152,0.844768903,0.063552415,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.108303249,0,0.013501438,0.947531427,0,0.090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.050541516,0.2,0.000575311,0.774593964,0.222433452,0.818181818,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.108303249,0,0.005516083,0.95991984,0.038595759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.339350181,0.2,0.001676969,0.91525909,0.127104829,0.181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.072202166,0.066666667,0.001001285,0.922129974,0.074144484,0.181818182,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.205776173,0.466666667,0.000888671,0.87099781,0.156527244,0.545454545,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.010830325,0.2,0.000550829,0.907536002,0.031776207,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.187725632,0.2,0.000637455,0.963355282,0.271482879,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.158844765,0.2,0.001596531,0.880721443,0.303318343,0.454545455,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.36101083,0,0.004331442,1,0.054886176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.220216606,0.066666667,0.006744599,0.859930387,0.254209659,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.346570397,0,0.006068915,0.917253863,0.106582696,0.272727273,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.072202166,0,0.003647714,0.877293048,0.059315587,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.068592058,0,0.256747659,0.95991984,0.029657794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.252707581,0.466666667,0.00038522,0.914495658,0.235216983,0.545454545,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.227436823,0.466666667,0.000122896,0.780484045,0.163117865,0.818181818,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.144404332,0.2,0.000515637,0.964729459,0.053427643,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.144404332,0.466666667,0.002521574,0.923046092,0.356305436,0.636363636,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.216606498,0,0.011999918,0.904952763,0.25641634,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.288808664,0.066666667,0.000144895,0.890878531,0.100624657,0.636363636,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.180505415,0.466666667,0.001410252,0.923847695,0.163498093,0.181818182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.469314079,0.066666667,0.011812228,0.967935872,0.390943642,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.108303249,0,0.003607495,0.917373208,0.192101617,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.397111913,0,0.003140951,0.84502338,0.232544063,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.155234657,0.466666667,0.002465267,0.853573814,0.070025346,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.072202166,0,0.052353265,1,0.002851711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.202166065,0.066666667,0.000663443,0.840361574,0.188948846,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.288808664,0.066666667,0.002732725,0.898463594,0.134808152,0.363636364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.238267148,0.2,0.004773854,0.841511595,0.220709161,0.545454545,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.245487365,0.2,0.007870739,0.930938801,0.19844553,0.363636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.072202166,0.066666667,0.002642232,0.953361268,0.068941362,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.263537906,0,0.006068915,0.947602522,0.029657794,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.371841155,0.466666667,0.002571257,0.870216624,0.270527171,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.397111913,0,0.002521574,0.821643287,0.2535263,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.198555957,0.2,0.007119979,0.898052515,0.201520905,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.180505415,0.066666667,9.67406E-05,0.875306168,0.023302552,0.363636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.433212996,0.066666667,1.68837E-05,0.838221898,0.43576144,0.545454545,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.180505415,0,0.00643747,0.933985618,0.031092848,0.090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.490974729,0.2,0.000876817,0.921763527,0.24341774,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.216606498,0.466666667,0.000532666,0.864261857,0.127693278,0.636363636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.119133574,0,0.003673308,0.949437336,0.214344962,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.397111913,0.466666667,0.008996879,0.890604739,0.309759177,0.636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.093862816,0,0.004572758,0.888718614,0.159571824,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.072202166,0.466666667,0.000888671,0.946038418,0.086167914,0.181818182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.505415162,0.066666667,0.016879858,0.83714798,0.294769533,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.397111913,0,0.003366179,0.941215765,0.076262898,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.249097473,0.2,0.351343411,0.907815631,0.396209586,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.288808664,0.066666667,0.002915723,0.860477712,0.30019474,0.454545455,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.252707581,0,0.000738519,0.888292714,0.098859312,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.407942238,0,0.013501438,0.946559786,0.148288968,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.288808664,0,0.000128527,0.877293048,0.193305262,0.454545455,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.415162455,0.2,0.007264356,0.893119572,0.205582433,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.036101083,0,0.007468546,0.963927856,0.034305657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.397111913,0.066666667,0.091205092,0.855210421,0.093916346,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.216606498,0.066666667,0.000410062,0.917216251,0.094365707,0.454545455,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.285198556,1,0.040528796,0.805970916,0.269038556,0.727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.353790614,0.466666667,0.002521574,0.967935872,0.276356713,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.144404332,0,0.002642232,0.869962147,0.168618907,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.444043321,0.2,0.000448453,0.80816806,0.183595865,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.397111913,0.066666667,0.002990799,0.919839679,0.241333026,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.288808664,0.466666667,0.001676969,0.834204995,0.160312398,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.440433213,0.2,0.027015117,0.761705229,0.254670184,0.818181818,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.314079422,0.2,0.006068915,0.879287988,0.024714828,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.252707581,0.066666667,0.005731073,0.937104979,0.206441504,0.363636364,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.397111913,0,0.004161101,0.915753075,0.095328622,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.418772563,0,0.124989289,0.798746429,0.100453817,0.727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.339350181,0.2,0.002654933,0.867926329,0.175605357,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.108303249,1,0.002968718,0.942997105,0.194454401,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.036101083,0,0.000767395,0.967935872,0.071217728,0.090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.288808664,0,0.000787911,0.948131557,0.03538714,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.324909747,0.066666667,0.006744599,0.900035365,0.194477335,0.181818182,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.332129964,0,0.000470391,0.856602093,0.074144484,0.545454545,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.083032491,0.466666667,1.9041E-05,0.786239145,0.007414448,0.818181818,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.025270758,0,0.001301589,0.789579158,0.202103513,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.108303249,0.2,6.12033E-05,0.9080425,0.175250598,0.636363636,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.281588448,0.2,0.006369219,0.819777486,0.395437247,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.144404332,0.2,0.000832364,0.797489716,0.051578771,0.727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.371841155,0.066666667,0.001676969,0.824133115,0.634347251,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.180505415,0.2,0.000175449,0.901803607,0.112275933,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.433212996,0.066666667,0.011474386,0.926005858,0.257794667,0.363636364,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.501805054,0.2,0.002571257,0.892147932,0.369421639,0.727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.209386282,0.2,0.002121498,0.84478047,0.468854825,0.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.216606498,0.466666667,4.40663E-05,0.934380389,0.122238203,0.363636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
